sentiment,final_tweet,sentiment_norm
16.66666667,dukung kawal salur blt dki jakarta,1
0.0,masyarakat apresiasi blt perintah dki jakarta,0
16.66666667,bagi blt mudah sasar dki jakarta,1
20.0,dukung blt sasar dki jakarta,1
0.0,prayoga blt subsidi bbm bukti jaga inflasi jaga,0
15.38461538,naik harga bbm subsidi akibat sesuai harga pasca alih anggar subsidi wujud da,1
0.0,bal tbn tl jatim pct mgtn bjn grk sb sda lmj bwi mla tla trg blt mlg jateng yk kndl smg kltn wngr sumsel lmp ntb,0
0.0,blt subsidi bbm ampuh kendali inflasi,0
16.66666667,gapapa lahh beli pertamina kek vivo kek bijak perintah alih subsidi bb,1
33.33333333,ayo manfaat guna blt bbm bijak,1
20.0,perhati terima blt bbm jambi,1
14.28571429,mari bijak manfaat blt bbm suara bal,1
0.0,blt bbm dongkrak daya beli masyarakat jambi,0
0.0,pohan uang blt,0
33.33333333,guna blt bijak,1
0.0,masyarakat bantu blt,0
40.0,bijak manfaat blt bbm jambi,1
0.0,blt bantu masyarakat,0
25.0,bagi blt bbm bsu mudah cepat sasar jambi,1
0.0,salur blt sasar,0
33.33333333,blt manfaat masyarakat,1
0.0,alihsubsidi bbm sektor produktif blt bsu suara bal,0
50.0,mari bijak manfaat blt,1
0.0,presiden joko widodo arah kendali inflasi subsidi naik tarif tra,0
12.5,perintah wujud alokasi subsidi sasar salur blt bbm,1
12.5,perintah wujud alokasi subsidi sasar salur blt bbm,1
12.5,perintah wujud alokasi subsidi sasar salur blt bbm,1
30.0,perintah upaya baik lindung masyarakat daerah istimewa yogyakarta blt bbm,1
12.5,perintah wujud alokasi subsidi sasar salur blt bbm,1
12.5,perintah wujud alokasi subsidi sasar salur blt bbm,1
-9.090909091,heuhwuhwuhwu silah ambil blt mu dpn kantor pos bsk sampe tinggal,-1
11.11111111,bansos jaga masyarakat daerah istimewa yogyakarta blt bbm yogyakarta,1
8.333333333,blt bbm dongkrak daya beli masyarakat daerah istimewa yogyakarta blt bbm yogyakarta,1
30.0,masyarakat bijak manfaat bltbbm daerah istimewa yogyakarta blt bbm yogyakarta,1
30.0,ayo bijak manfaat bltbbm daerah istimewa yogyakarta blt bbm yogyakarta,1
20.0,dukung penuh salur blt bbm,1
0.0,catat ribu kemudi surabaya jatah blt bbm total nila rp miliar,0
0.0,bantu langsung tunai blt bbm jaga daya beli masyarakat antasipasi dampak,0
0.0,perintah upaya blt sasar,0
28.57142857,bagi blt bbm bsu mudah cepat sasar,1
28.57142857,lugo ambil contoh pandemic blt subsidi upah,1
0.0,ojolnya nerima blt bbm beli yakkk wekekekek,0
-8.333333333,tanjung menteri status nkri eh tangkap kpk ambil jatah blt rakyat miskin,-1
0.0,sekretaris kota administrasi jakarta timur fredy setiawan pimpin rapat koordinasi kait maksimal penyalu,0
0.0,radikalisme nyata doktor kait harga harga rakyat cerdas dampak krisis global berte,0
10.0,masyarakat jawa timur syukur salur blt bbm jawa timur jalan,1
33.33333333,terima kasih warga jawa timur senang blt bbm diber,1
28.57142857,subsidi jawa timur jalan sasar berkat blt,1
18.18181818,masyarakat jawa timur apresiasi dukung komitmen perintah pasti dana blt mantap,1
20.0,ayoo gaess masyarakat lampung dukung bijak perintah perihal blt bbm,1
25.0,masyarakat lampung dukung penuh bijak perintah blt bbm,1
16.66666667,lampung apresiasi bijak perintah blt bbm,1
33.33333333,masyarakat lampung dukung bijak blt bbm,1
10.0,terimakasih jokowi blt bbm bantu masyarakat jawa timur terima ka,1
20.0,penyeluran blt bbm mudah masyarakat butuh masyarakat lampung dukung blt,1
20.0,ayoo gaess masyarakat lampung dukung bijak perintah perihal blt bbm,1
0.0,mantap program blt rasa masyarakat jawa timur,0
25.0,masyarakat lampung dukung penuh bijak perintah blt bbm,1
16.66666667,lampung apresiasi bijak perintah blt bbm,1
33.33333333,masyarakat lampung dukung bijak blt bbm,1
16.66666667,masyarakat jawa timur apresiasi dukung komitmen perintah pasti dana blt mantap tep,1
20.0,penyeluran blt bbm mudah masyarakat butuh masyarakat lampung dukung blt,1
20.0,ayoo gaess masyarakat lampung dukung bijak perintah perihal blt bbm,1
25.0,masyarakat lampung dukung penuh bijak perintah blt bbm,1
-22.22222222,blt bukti tahan inflasi jaga daya beli kelompok rentan,-1
16.66666667,lampung apresiasi bijak perintah blt bbm,1
33.33333333,masyarakat lampung dukung bijak blt bbm,1
20.0,penyeluran blt bbm mudah masyarakat butuh masyarakat lampung dukung blt,1
20.0,ayoo gaess masyarakat lampung dukung bijak perintah perihal blt bbm,1
25.0,masyarakat lampung dukung penuh bijak perintah blt bbm,1
16.66666667,lampung apresiasi bijak perintah blt bbm,1
33.33333333,masyarakat lampung dukung bijak blt bbm,1
20.0,penyeluran blt bbm mudah masyarakat butuh masyarakat lampung dukung blt,1
20.0,ayoo gaess masyarakat lampung dukung bijak perintah perihal blt bbm,1
25.0,masyarakat lampung dukung penuh bijak perintah blt bbm,1
16.66666667,lampung apresiasi bijak perintah blt bbm,1
33.33333333,masyarakat lampung dukung bijak blt bbm,1
20.0,penyeluran blt bbm mudah masyarakat butuh masyarakat lampung dukung blt,1
20.0,ayoo gaess masyarakat lampung dukung bijak perintah perihal blt bbm,1
25.0,masyarakat lampung dukung penuh bijak perintah blt bbm,1
16.66666667,lampung apresiasi bijak perintah blt bbm,1
33.33333333,masyarakat lampung dukung bijak blt bbm,1
0.0,mahasiswa wakil rakyat jawa timur dukung salur bansos blt,0
20.0,penyeluran blt bbm mudah masyarakat butuh masyarakat lampung dukung blt,1
20.0,ayoo gaess masyarakat lampung dukung bijak perintah perihal blt bbm,1
25.0,masyarakat lampung dukung penuh bijak perintah blt bbm,1
16.66666667,lampung apresiasi bijak perintah blt bbm,1
33.33333333,masyarakat lampung dukung bijak blt bbm,1
-10.0,eri cahyadi atas dampak inflasi gelontor rp blt bbm mud,-1
20.0,penyeluran blt bbm mudah masyarakat butuh masyarakat lampung dukung blt,1
0.0,presiden serah bsu blt bbm kota bandung oktober,0
0.0,blt bantu masyarakat jawa timur,0
0.0,mahasiswa wakil rakyat jawa timur dukung salur bansos blt,0
40.0,manfaat guna blt bbm bijak,1
0.0,sesuai harga bbm dampak signifikan inflasi kendali inflasi,0
0.0,blt emang duit nenek lu,0
0.0,trimakasih blt jokowi masyarakat jawa timur bantu,0
0.0,daftar bansos online cair blt balita hamil tahap,0
0.0,daftar bansos online cair blt balita hamil tahap,0
25.0,mi ayam blt enak,1
0.0,blt cuan lg,0
0.0,blt bbm dongkrak daya beli masyarakat kalimantan,0
33.33333333,manfaat guna blt bbm bijak kalimantan,1
33.33333333,ayo bijak manfaat blt bbm kalimantan,1
0.0,blt bbm dongkrak daya beli masyarakat kalimantan,0
9.090909091,blt bbm dongkrak daya beli masyarakat pulau riau dukung blt bbm,1
33.33333333,manfaat guna blt bbm bijak kalimantan,1
33.33333333,ayo bijak manfaat blt bbm kalimantan,1
33.33333333,manfaat blt bbm bijak pulau riau dukung blt bbm,1
-8.333333333,perintah usaha kendali inflasi akibat sesuai harga bbm harga barangbarang pasar alam,-1
33.33333333,bijak manfaat blt bbm pulau riau dukung blt bbm,1
16.66666667,kabar gembira blt bbm tahap cair,1
-18.18181818,pasca sesuai harga bbm perintah milik strategi jitu buruk inflasi parah,-1
16.66666667,kabar gembira blt bbm tahap cair,1
16.66666667,kabar gembira blt bbm tahap cair,1
16.66666667,kabar gembira blt bbm tahap cair,1
16.66666667,kabar gembira blt bbm tahap cair,1
0.0,perintah blt bbm warga jambi,0
9.090909091,bantal sosial subsidi blt bbm jaga tingkat laju inflasi laju inflasi,1
0.0,sesuai harga bbm dampak pd inflasi langkah kendali inflasi pasca sesuai harga bbm dian,0
16.66666667,per siap bantu blt bbm subsidi upah pasca naik harga bbm jambi,1
0.0,salur blt bbm apresiasi masyarakat,0
0.0,salur blt bbm apresiasi masyarakat,0
0.0,salur blt bbm apresiasi masyarakat,0
0.0,salur blt bbm apresiasi masyarakat,0
0.0,blt bbm dongkrak daya beli masyarakat kalimantan,0
33.33333333,manfaat guna blt bbm bijak kalimantan,1
33.33333333,ayo bijak manfaat blt bbm kalimantan,1
14.28571429,upaya perintah blt bbm bantal sosial masyarakat,1
28.57142857,sumsel keluarga terima manfaat kpm blt bbm,1
25.0,masyarakat jawa timur terima kasih presiden jokowi salur,1
14.28571429,blt bbm dukung tumbuh ekonomi jawa timur,1
0.0,blt bantu masyarakat jawa timur,0
16.66666667,dukung kawal salur blt dki jakarta,1
37.5,blt hak rakyat indonesia terima kasih presiden perintah,1
16.66666667,blt bbm sanagat manfaat dki jakarta,1
37.5,blt hak rakyat indonesia terima kasih presiden perintah,1
37.5,blt hak rakyat indonesia terima kasih presiden perintah,1
0.0,salur blt bbm persen dki jakarta,0
37.5,blt hak rakyat indonesia terima kasih presiden perintah,1
0.0,masyarakat apresiasi blt rakyat dki jakarta,0
0.0,hore blt cair dki jakarta,0
28.57142857,dukung perintah cepat salur blt dki jakarta,1
14.28571429,mantap blt cair moga manfaat dki jakarta,1
16.66666667,blt bbm sanagat manfaat dki jakarta,1
0.0,salur blt bbm persen dki jakarta,0
16.66666667,dukung kawal salur blt dki jakarta,1
14.28571429,asyik blt cair ojol oktober dki jakarta,1
0.0,masyarakat apresiasi blt rakyat dki jakarta,0
14.28571429,masyarakat jawa timur sambut blt bbm perintah,1
16.66666667,bagi blt mudah sasar dki jakarta,1
20.0,dukung blt sasar dki jakarta,1
16.66666667,dukung blt bantu masyrakat jawa timur,1
0.0,blt bantu masyarakat jawa timur,0
14.28571429,blt bbm dukung tumbuh ekonomi jawa timur,1
-20.0,blt cair sasar rakyat khawatir,-1
16.66666667,terimakasih blt bbm jawa timur bahagia,1
16.66666667,ardi masyarakat jawa timur apresiasi dukung komitmen perintah pasti dana blt ma,1
16.66666667,terimakasih blt bbm jawa timur bahagia,1
0.0,blt bbm bantu sasar,0
25.0,syukur blt bbm blt,1
0.0,perintah gencar salur blt bbm masyarakat,0
14.28571429,masyarakat jawa timur dukung blt bbm sasar,1
9.090909091,blt tukang becakojol cair komunitas ojol jawa timur dukung salur blt,1
0.0,blt bbm ringan beban masyarakat,0
33.33333333,blt efektif sasar,1
28.57142857,ayo bijak manfaat blt bbm sumatera utara,1
14.28571429,masyarakat jawa timur sambut blt bbm perintah,1
33.33333333,dukung salur blt,1
28.57142857,manfaat guna blt bbm bijak sumatera utara,1
16.66666667,dukung blt bantu masyrakat jawa timur,1
18.18181818,mantap moga cepat selesai sasar daerah istimewa yogyakarta blt bbm yogyakarta,1
20.0,blt bbm manfaat masyarakat daerah istimewa yogyakarta blt bbm yogyakarta,1
0.0,masyarakat paham putus sulit ambil perintah daerah istimewa yogyakarta blt bbm yogyaka,0
16.66666667,jokowi salur blt bbm jt terima daerah istimewa yogyakarta blt bbm yogyakarta,1
0.0,blt bbm bukti hadir negara bantu masyarakat rentan daerah istimewa yogyakarta blt bbm yogyakarta,0
21.42857143,harga bbm sesuai perintah siap bantu blt bsu daerah istimewa yogyakarta blt bbm yogyakarta,1
18.18181818,perintah salut blt bbm tahap daerah istimewa yogyakarta blt bbm yogyakarta,1
18.18181818,ardi terimakasih jokowi blt bbm bantu masyarakat jawa timur terima kasih,1
12.5,nusa tenggara timur manfaat blt bbm rasa masyarakat,1
0.0,blt bbm dongkrak daya beli masyarakat sumatera utara,0
0.0,mantap program blt rasa masyarakat jawa timur,0
14.28571429,masyarakat jawa timur dukung blt bbm sasar,1
11.11111111,ardi perintah hasil salur blt bbm rata jawa timur,1
18.18181818,ardi blt bbm tangan masyarakat jawa timur bawa bahagia mantap dukung,1
0.0,ardi warga jawa timur bantu blt,0
14.28571429,ardi terimakasih blt bbm jawa timur bahagia,1
10.0,perintah hasil salur blt bbm rata jawa timur rasa dam,1
20.0,dukung blt sasar dki jakarta,1
16.66666667,bagi blt mudah sasar dki jakarta,1
0.0,masyarakat apresiasi blt rakyat dki jakarta,0
12.5,cok blt bbm dukung tumbuh ekonomi jawa timur,1
30.0,ardi terima kasih warga jawa timur senang blt bbm diberika,1
14.28571429,asyik blt cair ojol oktober dki jakarta,1
16.66666667,dukung kawal salur blt dki jakarta,1
9.090909091,ardi perintah hasil salur blt bbm rata jawa timur rasa dampak,1
0.0,salur blt bbm persen dki jakarta,0
16.66666667,blt bbm sanagat manfaat dki jakarta,1
14.28571429,mantap blt cair moga manfaat dki jakarta,1
28.57142857,dukung perintah cepat salur blt dki jakarta,1
0.0,hore blt cair dki jakarta,0
0.0,warga jawa timur bantu blt,0
0.0,masyarakat apresiasi blt rakyat dki jakarta,0
14.28571429,blt bbm dukung tumbuh ekonomi jawa timur,1
16.66666667,dukung blt bantu masyrakat jawa timur,1
0.0,warga jawa timur bantu blt,0
0.0,salur blt bbm persen dki jakarta,0
16.66666667,blt bbm sanagat manfaat dki jakarta,1
16.66666667,dukung kawal salur blt dki jakarta,1
16.66666667,bagi blt mudah sasar dki jakarta,1
33.33333333,manfaat guna blt bbm bijak yaa,1
40.0,ayo bijak manfaat blt bbm,1
0.0,warga jawa timur bantu blt,0
20.0,blt bantu giat ekonomi masyarakat,1
16.66666667,manfaat guna blt bbm dki jakarta,1
0.0,blt bantu dki jakarta,0
16.66666667,ardi jawa timur dukung blt sasar,1
25.0,bijak blt dki jakarta,1
0.0,blt bbm dongkrak daya beli dki jakarta,0
14.28571429,ayo bijak manfaarkan blt bbm dki jakarta,1
0.0,blt bbm donkrak daya beli masyarakat,0
18.18181818,perintah hasil salur blt bbm rata jawa timur rasa dampak positif,1
0.0,mantap program blt rasa masyarakat jawa timur,0
0.0,perintah pasti blt sasar rakyat jawa timur rasa,0
33.33333333,manfaat guna blt bbm bijak yaa,1
40.0,ayo bijak manfaat blt bbm,1
33.33333333,terima kasih warga jawa timur senang blt bbm mantap,1
20.0,blt bantu giat ekonomi masyarakat,1
0.0,perintah pasti blt sasar rakyat jawa timur rasa,0
9.090909091,blt tukang becakojol cair komunitas ojol jawa timur dukung salur blt,1
13.33333333,bantu produktif usaha mikro bantu sosial tunai blt dana desa program kartu pra kerja ditingkatk,1
25.0,blt bbm manfaat nyaa,1
9.090909091,masyarakat nusa tenggara timur dukung program blt bbm bantu ekonomi masyarakat,1
0.0,blt bbm dongkrak daya beli masyarakat,0
50.0,bijak manfaat blt bbm,1
22.22222222,bagi blt bbm bsu mudah cepat sasar apel pagi,1
0.0,bantu langsung tunai blt bbm jaga daya beli masyarakat bagi antasipasi dampak,0
40.0,manfaat guna blt bbm bijak,1
0.0,robin demo dikit demo nganggur be,0
0.0,masyarakat apresiasi blt bbm perintah,0
14.28571429,dukung perintah salur blt tukang becak ojol,1
20.0,dukung salur blt bbm masyarakat,1
0.0,blt bbm dongkrak daya beli masyarakat apel pagi,0
0.0,masyarakat apresiasi blt bbm perintah,0
30.0,manfaat guna blt bbm bijak papua barat dukung blt bbm,1
30.0,manfaat guna blt bbm bijak papua barat dukung blt bbm,1
30.0,manfaat guna blt bbm bijak papua barat dukung blt bbm,1
30.0,manfaat guna blt bbm bijak papua barat dukung blt bbm,1
30.0,manfaat guna blt bbm bijak papua barat dukung blt bbm,1
14.28571429,dukung perintah salur blt tukang becak ojol,1
16.66666667,manfaat guna blt bbm apel pagi,1
-20.0,putus jokowi bagi blt bbm,-1
28.57142857,ayo bijak manfaat blt bbm apel pagi,1
14.28571429,dukung perintah salur blt tukang becak ojol,1
25.0,subsidi blt bbm bantu,1
14.28571429,dukung perintah salur blt tukang becak ojol,1
14.28571429,blt bbm lindung rakyat gejolak harga global,1
20.0,dukung salur blt bbm masyarakat,1
20.0,dukung salur blt bbm masyarakat,1
25.0,bijak konsumsi blt bbm,1
0.0,masyarakat apresiasi blt bbm perintah,0
-20.0,putus jokowi bagi blt bbm,-1
14.28571429,dukung perintah salur blt tukang becak ojol,1
0.0,blt bbm dongkrak daya beli masyarakat,0
40.0,ayo manfaat blt bbm positif,1
0.0,blt bantu masyarakat jawa timur,0
0.0,blt bbm dongkrak daya beli masyarakat,0
12.5,cok masyarakat jawa timur dukung blt bbm sasar,1
10.0,perintah hasil salur blt bbm rata jawa timur rasa dampa,1
0.0,bantu blt bantu masyarakat nusa tenggara timur,0
12.5,perintah hasil salur blt bbm rata jawa timur,1
28.57142857,manfaat guna blt bbm bijak sulawesi barat,1
14.28571429,blt bbm dukung tumbuh ekonomi jawa timur,1
33.33333333,bijak blt bbm,1
28.57142857,ayo bijak manfaat blt bbm sumatera utara,1
40.0,manfaat guna blt bbm bijak,1
20.0,info warga nusa tenggara barat terima kasih bantu blt bbm,1
20.0,info warga nusa tenggara barat terima kasih bantu blt bbm,1
20.0,info warga nusa tenggara barat terima kasih bantu blt bbm,1
20.0,info warga nusa tenggara barat terima kasih bantu blt bbm,1
20.0,info warga nusa tenggara barat terima kasih bantu blt bbm,1
0.0,ardi warga jawa timur bantu blt,0
22.22222222,info blt sasar masyarakat nusa tenggara barat nikmat manfaat,1
22.22222222,info blt sasar masyarakat nusa tenggara barat nikmat manfaat,1
22.22222222,info blt sasar masyarakat nusa tenggara barat nikmat manfaat,1
11.11111111,presiden ri modal modal kerja blt bbm sumatera utara,1
22.22222222,info blt sasar masyarakat nusa tenggara barat nikmat manfaat,1
22.22222222,info blt sasar masyarakat nusa tenggara barat nikmat manfaat,1
14.28571429,blt bbm dukung tumbuh ekonomi jawa timur,1
18.18181818,info masyarakat nusa tenggara barat dukung blt bbm efektif bantu masyarakat,1
0.0,mantap nominal blt bbm tambah presiden joko widodo sumatera utara,0
18.18181818,info masyarakat nusa tenggara barat dukung blt bbm efektif bantu masyarakat,1
18.18181818,info masyarakat nusa tenggara barat dukung blt bbm efektif bantu masyarakat,1
18.18181818,info masyarakat nusa tenggara barat dukung blt bbm efektif bantu masyarakat,1
0.0,cok terimakasih jokowi bantu jawa timur blt bukti hadir perintah teng,0
50.0,terima blt,1
11.11111111,perintah behasil salur blt bbm rata wilayah sumatera utara,1
11.11111111,ardi perintah hasil salur blt bbm rata jawa timur,1
20.0,masyarakat jawa timur terima kasih presiden jokowi salur blt bbm,1
16.66666667,perintah salur blt bbm cepat sasar,1
-14.28571429,blt bbm bsu masyarakat meringakan beban masyarakat,-1
0.0,blt bbm dongkrak daya beli masyarakat,0
0.0,warga jawa timur bantu blt,0
28.57142857,perintah blt bbm masyarakat cepat mudah sasar,1
16.66666667,alih subsidi bbm blt bbm lindung masyarakat gejolak harga global sumatera utara,1
33.33333333,ayo bijak manfaat blt bbm perintah,1
16.66666667,masyarakat jawa timur terima blt bbm,1
0.0,ardi warga jawa timur bantu blt,0
28.57142857,terima blt guna blt manfaat sumatera utara,1
14.28571429,jokowi langsung membagibagikan terima blt upah daerah,1
0.0,blt bbm wujud perhati perintah rakyat sumatera utara,0
0.0,woow nomonial blt tambah gaes,0
16.66666667,manfaatkangunakan blt perintah manfaat sumatera utara,1
0.0,blt bbm dongkrak daya beli masyarakat,0
0.0,terimakasih jokowi bantu jawa timur blt bukti hadir pe,0
-20.0,masyarakat rentan bantu blt bbm,-1
20.0,salur blt bbm nilai sasar,1
20.0,blt bbm ringan ekonmi masyarakat,1
25.0,cok masyarakat jawa timur dukung cepat bagi blt,1
0.0,blt bbm salur progres persen sumatera utara,0
0.0,presiden jamin blt bbm sasar sumatera utara,0
0.0,warga jawa timur bantu blt,0
40.0,manfaat guna blt bbm bijak,1
11.11111111,terimakasih presiden jokowi cepat distribusi blt bbm sumatera utara,1
10.0,perintah jg bansos blt subsidi upah atas dampak naik bbm,1
40.0,ayo bijak manfaat blt bbm,1
0.0,miliar blt bagi masyarakat,0
0.0,jokowi pantau langsung beri blt bbm,0
22.22222222,gagas bsu blt bijak perintah selamat masyarakat sumatera utara,1
25.0,blt bbm salur cepat,1
